Latitude,Longitude
50.97032928332428,3.7947062209733313
50.89694250065,5.528125294083292
50.86323488857197,4.681324782198341
50.076071481015724,5.496272436058998
50.31215134595667,4.3836500063347055
51.03368425569225,3.6761216187468313
50.6510542790354,5.5983493959423924
50.87882843320518,4.7120398706588125
51.041486489588955,4.464963521703166
50.58066365660158,3.3909765408082744
51.33460061102956,4.787335915117493
50.86498694436555,3.6334294638340596
50.825447826396726,4.407319439053639
50.93319312755415,5.370555245609648
50.82489338117365,4.334294389101974
50.585049995808596,3.4135985121917374
51.07811683360718,4.323292422155624
50.338687784864476,4.498218659346173
50.63629642508369,3.288882868246165
50.787597017384364,4.348275631281067
50.97596871897592,5.505695197786327
51.28021772178997,4.887419823263138
50.692666043029206,5.502372533279023
50.083218736876766,4.924370176660208
50.90080771013216,3.3498619275226016
51.15662197564425,3.1184606465512714
51.09219367604208,4.1406670596591475
50.745513954292456,3.2847913976630645
51.2179776271905,2.799498251681625
50.72244057251184,4.586400755542831
50.43372346522481,6.2504158022745955
50.97906789292719,5.707002176930423
50.57828839914916,4.0509313071284625
50.611625281894185,5.645514477538401
50.866703028184396,4.724997197377593
51.4172396193877,4.733982211125723
50.81649203567606,4.373405575004986
50.88701921826014,5.233745145741452
50.05167049617813,5.336905751949455
50.462835666769,4.43349171365582
50.780494027458936,5.427946724254749
51.209353358133434,4.410986715993504
50.46516331173041,3.95712125763846
50.608084265079256,6.043493677552546
50.96906491461834,4.3978545976809515
50.19951191619444,6.0069206870055
50.671857184048626,4.640689808721247
50.70356444428332,4.608617880669062
50.43689265329088,5.545665923776974
50.19087246670994,4.592376184841974
51.13021712834568,3.4054033443026466
51.006379314715765,3.7538011678968846
50.6421176857821,5.6010576352056285
51.2748279082255,4.845798988440924
50.52975596206215,5.245057641741432
50.8131334523942,2.658243634899056
50.26931218566105,4.429200045519335
51.15451173523949,5.568830737317797
50.81651196353842,4.398999738649975
50.50061878853389,5.041513412980356
50.844613254223745,4.349268087349813
51.21308397423698,4.420617798317398
50.81801013526933,4.299147339227494
51.03539466298384,5.273753939168616
50.93553877001319,5.505616825332823
51.042173829339845,3.7006583571518004
50.571327968503866,3.8007007742891292
50.281863382140706,4.3841514309488785
50.91413678464823,5.135873920517464
50.25060012912561,4.917481394744808
51.1536558222237,2.652740433881176
51.132828246312506,4.759141641634639
51.14821853264734,5.374741314510262
50.51379479977928,4.37635574596377
50.19501807349747,5.317316589614095
51.21406098452951,3.555690959786684
51.00221257739315,4.7683371495600415
51.14717463079132,2.7843697881551734
50.84450507555405,4.320037634788661
50.46143074194874,3.9418690699737073
51.13308252486277,3.7342851122101144
50.8588698291017,4.3495034909219505
50.861816259791176,4.235124149053004
50.9707706480953,3.3026722466786502
50.64044404127005,4.845315057817969
50.841676059914874,4.341049255193335
50.69950258906839,3.179615638463878
51.21964795125765,4.433603749603489
50.35394343841184,5.43890522211225
51.11526125167148,5.5743844508042395
51.235297459949194,2.9633986584648593
51.278161192864424,4.771657793368757
49.87353816717828,5.718743888267591
50.311360810497725,5.105476545411236
51.017907381995926,3.698015277610432
51.142626094862806,2.7743359560278447
50.68288763053738,4.617996152410436
49.89135838611463,5.033079826429536
50.875862088781034,4.442882974157224
50.74314937586403,5.333868924724292
50.99784936612168,4.300447534643043
51.20258546985913,3.5398484589572017
51.20967126853119,4.434468136290531
50.922468792602906,4.442226509090413
49.89830467874802,5.011861033295308
50.88919574713693,4.663907940982436
50.90647692523476,3.3248264682499715
50.75049232792465,5.707440419224404
50.362827834388426,4.332210052740255
50.9535288453824,5.1077522440665435
50.69212108537493,5.174650158353258
50.741289283639254,4.892415928001926
50.69479331243744,6.034083822415749
50.65174819411296,3.784603628971964
51.053280189432094,4.67351695484876
50.65615849853725,5.626765484737648
50.89021113377165,5.295130119736361
50.53379462201817,4.683745889258713
50.92540749281205,5.357478743577688
51.22382462963802,4.441098242208824
50.784903316325014,4.351095616956566
51.00598112587814,5.4670941775156905
51.31454506412479,2.66739153024854
50.868883266287874,4.822047217076659
50.45083669928196,3.745907715657592
51.15161155209444,3.3746794029715645
51.231266578023586,4.461078337914763
51.139852007858856,3.3353163539111566
50.90956915564631,4.395119310464211
50.85490277997253,5.3262442955689275
50.97650405396908,3.6638849903607795
50.444155562736135,4.450065833689941
49.58918063983094,5.539037300980272
49.9867424895117,4.367261100004767
51.22508296065949,3.5706929633350595
50.83969442217492,4.902601822456243
50.84367906693876,4.363426927165379
51.23074534015097,4.449546057847022
50.60014831856626,3.805070680793149
50.488461295101445,3.9646476081428332
50.72941716884625,5.723781908696243
50.45325988482841,4.894123370186573
51.12233997614923,3.863028426840294
51.14396937825444,5.205913974890705
50.465631079971274,4.533677091942006
51.234458485001234,4.411309356857138
50.9363501355518,3.300322706269468
51.197968811535674,5.37606556593725
49.6784071308949,5.838046505386205
50.83838695880255,4.309973862251431
50.89900241689297,3.4481443841713078
51.09343641212548,4.635599880676503
50.61925087827214,3.4165348177715673
51.046994065958415,3.7187190389109333
51.0330934278421,4.476619879828264
51.07745979115773,4.35652813114789
50.87441739099783,4.376840342855191
51.21339296986901,4.6275508467214514
50.66434284028106,4.887488694189808
51.1877362359163,4.433018200084626
50.66330564709932,5.649685531777039
51.02266689134346,3.7044125258214367
50.616640484129654,4.4469363831481825
50.872194155039516,4.404872858826943
51.26947739701933,4.40338910319175
51.13457367323678,4.844364652850183
50.4587149623752,4.217091600318605
50.72676536693053,3.1707546721567725
50.67756678158866,4.865007886733928
50.71371149192529,5.646363498264489
50.48268538618265,4.427160556482288
51.05721183629237,4.471019943653338
50.764656675752825,3.1402541683961362
50.652388137294054,5.543434430045136
50.55107509558618,3.428442238060425
51.16714427881109,4.862791737350403
50.61487354167023,5.504997857753727
50.80633188800081,5.5943369142494275
